content,topic
"Замоскворецкий суд Москвы поместил в СИЗО блогера Елену Блиновскую. Об этом «Ленте.ру» сообщили в столичном управлении Следственного комитета России (СКР)
Она останется под стражей до 26 апреля.
Адвокат Елены заявила, что в постановлении о домашнем аресте не было запрета на общение с лицами уголовного судопроизводства, уточняет Telegram-канал Mash. Кроме того, по ее словам, Блиновская не знала, что гостья ее вечеринки свидетель по делу. По окончании заседания муж передал блогеру сумку с теплыми вещами, и та расплакалась.
Следственный комитет России ходатайствовал об ужесточении Блиновской меры пресечения, так как она часто нарушала условия домашнего ареста. Свидетель в суде рассказал, что она пригласила на предновогоднюю вечеринку свидетеля по ее делу.
Ранее стало известно, что следователи установили два новых эпизода в ходе расследования уголовного дела блогера. Ей предъявлено обвинение в совершении преступлений, предусмотренных статьей 187 УК РФ («Неправомерный оборот средств платежей»). По данным следствия, с 2019 года Блиновская незаконно использовала электронные ключи компаний для перевода с их счетов денежных средств по своему усмотрению. Теперь ей грозит до 16 лет колонии.",2
"В городе Сокол Вологодской области суд приговорил к двум годам и двум месяцам лишения свободы 32-летнего местного жителя, который угрожал подорвать следственный отдел гранатой. Об этом «Ленте.ру» сообщили в объединенной пресс-службе судов региона.
Из материалов дела следует, что мужчина 24 мая 2023 года в состоянии алкогольного опьянения с монтировкой ворвался в комнату общежития, где живет его бывшая супруга с ребенком. Его привлекли к уголовной ответственности.
В ходе расследования мужчина угрожал следователю взорвать отдел и вел себя агрессивно. Также он неоднократно высказывал угрозы применения насилия в отношении другого следователя.
Подсудимый вину признал полностью, раскаялся и принес извинения перед потерпевшими. Его отправят в колонию-поселение.
6 декабря 2023 года в Пермском крае осудили жителя Краснокамска, который систематически избивал проживавшую с ним беременную любовницу и угрожал ей физической расправой. Ему предстоит провести в колонии строгого режима семь лет.",2
"Защита считает абсурдными новые обвинения против блогера Елены Блиновской. Об этом «360» заявила адвокат Наталия Сальникова.
По ее словам, ни она, ни ее клиент еще не ознакомились с новыми материалами дела. Тем не менее, Сальникова считает их перебором со стороны следствия.
Адвокат заявляла, что Блиновская не признает свою вину по двум новым эпизодам. Ей вменяется статья 187 УК РФ («Неправомерный оборот средств платежей»). По данным следствия, с 2019 года «королева марафонов» незаконно использовала электронные ключи компаний для перевода с их счетов денежных средств по своему усмотрению. Теперь ей грозит до 16 лет колонии.
Следственный комитет ходатайствует об ужесточении ей меры пресечения с домашнего ареста на заключение под стражу. Этот вопрос 22 января рассмотрит Замоскворецкий суд столицы.",2
"Начальникам отделений технического надзора ОГИБДД УВД по Юго-восточному административному округу (ЮВАО) и Южному административному округу (ЮАО) по ходатайству следствия избрали меру пресечения. Об этом в понедельник, 22 января, в своем Telegram-канале сообщают суды общей юрисдикции Москвы.
Речь идет об Александре Лесникове (ЮВАО) и Александре Шувалове (ЮАО), которые обвиняются в получении взятки. Обоих на время расследования уголовного дела отправили в СИЗО. Суд установил срок содержания под стражей до 16 марта 2024 года.
Противоправные действия сотрудников ГИБДД пресекли оперативники собственной безопасности МВД, сообщили «Ленте.ру» в пресс-службе столичного главка. Установлена причастность трех действующих и одного бывшего сотрудников ГИБДД к незаконному получению взяток от коммерсантов в период с 2021-го по 2024 год за непроведение проверок технического состояния транспорта.
При подтверждении вины гаишники будут уволены из органов внутренних дел по отрицательным основаниям и понесут наказание в установленном законом порядке.
9 июня 2023 года сообщалось, что бывшего инспектора по особым поручениям отделения надзора за техническим состоянием транспортных средств УГИБДД по Ставропольскому краю заподозрили в получении взятки в миллион рублей от коллег.",2
"Блогер Елена Блиновская грубо нарушила условия домашнего ареста. Об этом сообщает РИА Новости.
Свидетель в суде рассказал, что она пригласила на предновогоднюю вечеринку свидетеля по ее делу. Всего на торжестве присутствовали более 15 гостей, уточняет Telegram-канал Mash.
Следственный комитет ходатайствует об ужесточении Блиновской меры пресечения с домашнего ареста на заключение под стражу.
Ранее стало известно, что следователи установили два новых эпизода в ходе расследования уголовного дела блогера. Ей предъявлено обвинение в совершении преступлений, предусмотренных статьей 187 УК РФ («Неправомерный оборот средств платежей»). По данным следствия, с 2019 года Блиновская незаконно использовала электронные ключи компаний для перевода с их счетов денежных средств по своему усмотрению. Теперь ей грозит до 16 лет колонии.",2
"Следователи начали проверку конфликта в школе Братска, в ходе которого учительница, предположительно, оскорбила ученика и угрожала ему физической расправой. Об этом «Ленте.ру» сообщили в управлении Следственного комитета (СК) по Иркутской области.
По информации ведомства, публикация о конфликте между школьником и преподавателем была выявлена в ходе мониторинга СМИ и социальных медиа. Сейчас следователи устанавливают все обстоятельства произошедшего.
Ранее 27-летнему учителю истории из Москвы предъявили обвинение в совращении школьниц. Мужчине вменяется часть 2 статьи 135 УК РФ («Развратные действия»).",2
"Следственный комитет (СК) России возбудил уголовное дело по факту расправы над российской женщиной и ее дочерью в Турции в ноябре прошлого года. Об этом «Ленте.ру» сообщила старший помощник руководителя главка Следственного комитета по Москве Юлия Иванова.
Дело возбуждено по пункту «а» части 2 статьи 105 УК РФ. Сейчас следствие выясняет, кто может быть причастен к преступлению.
Тела 42-летней Ирины Двизовой и ее 15-летней дочери Даяны, завернутые в простыни и связанные веревкой, были обнаружены 29 ноября 2023 года на крутом склоне в турецком Бодруме. Сообщалось, что женщина работала в Турции риелтором. Местная полиция начала масштабное расследование.",2
"Член Совета по правам человека при президенте России (СПЧ) Ева Меркачева назвала избыточной мерой возможное помещение блогера Елены Блиновской в СИЗО. Соответствующую запись правозащитница опубликовала в своем Telegram-канале.
Меркачева задалась вопросом о смысле подобной меры для женщины, обвиняемой в ненасильственном преступлении, отметив, что содержание под стражей является нагрузкой на бюджет. В качестве альтернативы аресту правозащитница предложила внести залог, сумма которого будет равносильна размеру вменяемого ущерба.
«Если человек нарушил условия залога — деньги ушли в бюджет. И это уже не репрессии, а ответственность за нарушающие правила действия», — отметила Меркачева.
22 декабря следствие попросило изменить меру пресечения Блиновской. Отмечается, что она часто нарушала условия домашнего ареста. Кроме того, стало известно о причастности блогера к двум новым эпизодам по статье 187 («Неправомерный оборот средств платежей») УК РФ.",2
"Блогер Елена Блиновская не признает вину в неправомерном обороте средств платежей. Об этом сообщает ТАСС со ссылкой на ее адвоката Наталию Сальникову.
«Вину не признает», — заявила защитница.
Ранее стало известно, что следователи установили два новых эпизода в ходе расследования уголовного дела в отношении блогера. Ей предъявлено обвинение в совершении преступлений, предусмотренных статьей 187 УК РФ («Неправомерный оборот средств платежей»). По данным следствия, с 2019 года Блиновская незаконно использовала электронные ключи компаний для перевода с их счетов денежных средств по своему усмотрению. Теперь ей грозит до 16 лет колонии.
Следственный комитет ходатайствует об ужесточении ей меры пресечения с домашнего ареста на заключение под стражу. Этот вопрос 22 января рассмотрит Замоскворецкий суд столицы.",2
"Суд в Санкт-Петербурге приговорил к восьми годам колонии строгого режима Дмитрия Хамловского (Чернышова), который полтора года назад расправился со своей девушкой — 26-летней порноактрисой Анастасией Хамловской, известной под фамилией Гришман. Об этом «Ленте.ру» сообщили в объединенной пресс-службе судов города.
Мужчину признали виновным по части 1 статьи 105 УК РФ. В зале суда он полностью признал вину.
По данным следствия, все произошло 31 июля 2022 года. Подсудимый, находясь в квартире на Южном шоссе Санкт-Петербурга, на почве множественных конфликтов из-за ревности нанес потерпевшей не менее 22 ножевых ранений, которые оказались несовместимыми с жизнью. Гришман нашли 10 августа, в тот же день сотрудники правоохранительных органов задержали ее молодого человека.
Ранее сообщалось, что после случившегося Хамловский целую неделю вел за Гришман социальные сети и общался с подписчиками.",2
"Блогеру Елене Блиновской грозит до 16 лет колонии после предъявления ей обвинений по новой статье. Об этом сообщает Telegram-канал Shot.
По двум новым эпизодам по части 1 статьи 187 («Неправомерный оборот средств платеже») УК РФ максимально наказание шесть лет колонии. Стало известно, что с 2019 года Блиновская незаконно использовала электронные ключи компаний для перевода с их счетов денежных средств по своему усмотрению. По части 2 статьи 198 («Уклонение от уплаты налогов в особо крупном размере») и пункта «б» части 4 статьи 174 («Отмывание денег в особо крупном размере») УК РФ ей грозит еще десять лет лишения свободы.
Следственный комитет России ходатайствует об ужесточении Блиновской меры пресечения с домашнего ареста на заключение под стражу. Этот вопрос рассмотрит Замоскворецкий суд столицы 22 января.
30 декабря 2023 года суд отклонил ходатайство блогера о снятии ареста со счетов. А двумя днями ранее сообщалось, что ее долг снова увеличился.
Блиновская была задержана 27 апреля 2023 года в Смоленской области.",2
"Суд в Санкт-Петербурге арестовал на два месяца Дениса Дживовского, участвовавшего в вооруженном конфликте на территории Украины. Об этом «Ленте.ру» сообщили в объединенной пресс-службе судов города.
Мужчине вменяется часть 3 статьи 208 («Участие гражданина РФ в вооруженном конфликте с применением вооружения и военной техники на территории иностранного государства в целях, противоречащих интересам России») УК РФ. Срок заключения под стражу будет исчисляться с момента его фактического задержания на территории России или с момента передачи российским правоохранительным органам в случае экстрадиции или депортации. По данным следствия, Дживовский, зная о целях специальной военной операции, добровольно вступил в ряды территориальной обороны Киева, откуда принимал участие в военных действиях против России. После этого он вступил в ряды воинского формирования «Русский добровольческий корпус» (РДК, запрещенная в РФ террористическая организация), которое подчиняется Министерству обороны Украины.
17 октября 2023 года фигурант был объявлен в федеральный, а спустя месяц — в международный розыск. Как сообщала Baza, Дживовский является российским бойцом ММА.",2
"В Москве Басманный суд заочно арестовал российского блогера Александра Шпака. Об этом в понедельник, 22 января, сообщает ТАСС.
Блогеру установлена мера пресечения в два месяца, которая начнет исчисляться с момента его задержания. Популярный 44-летний ютубер и бодибилдер обвиняется по статье о дискредитации армии. В своих соцсетях Шпак негативно высказывался о российских военных. 13 января МВД объявило Шпака в розыск.
12 декабря 2023 года представители Федерального проекта по безопасности и борьбе с коррупцией обратились в Генеральную прокуратуру РФ с просьбой признать Александра Шпака иноагентом.",2
"Басманный суд Москвы выдал санкцию на заочный арест националиста Романа Железнова, обвиняемого в терроризме. Об этом «Ленте.ру» сообщили в пресс-службе суда.
Срок ареста будет исчисляться с момента его экстрадиции на территорию России либо его задержания.
Железнов скрылся от следственных органов и объявлен в международный розыск. Ему вменяется организация деятельности террористической организации и участие в ней, публичные призывы к экстремизму, а также возбуждение ненависти либо вражды.
В 2014 году он стал фигурантом первого в истории российской уголовной практики дела, возбужденного по статье Уголовного кодекса «Наемничество» за участие в боевых действиях на юго-востоке Украины в составе батальона «Азов» (запрещенная в России террористическая организация).",2
"В Новосибирске к семи годам колонии строгого режима приговорили уроженца Таджикистана за покушение на жизнь собственной дочери. Об этом в понедельник, 22 января, в своем Telegram-канале сообщает региональное управление Следственного комитета России (СКР).
Как установил суд, 8 мая 2023 года осужденный напал на дочь в одной и квартир Кировского района города, сильно избил ее и принялся душить. Как сообщает в своем Telegram-канале прокуратура региона, на крики подростка прибежала соседка, которая попыталась спасти ее от агрессивного отца. Но тот не позволил ребенку убежать из квартиры и закрыл входную дверь. Тогда школьница сбежала на балкон и перелезла через парапет, надеясь, что это остановит отца. Однако мигрант схватил ее за руки, вытянул перед собой и сбросил с балкона.
Позже он собирался довершить расправу, но не успел, на место прибыли полицейские, которые не позволили добить девушку. Потерпевшей была оказана медицинская помощь. На судебном заседании подсудимый свою вину не признал.",2
"В Кемеровской области двое учащихся распылили в школе отравляющие вещества под угрозой хакеров с Украины. Об этом сообщил замглавы главного управления по обеспечению охраны общественного порядка МВД России Станислав Колесник, передает ТАСС.
По его словам, российских детей заставили пойти на преступление, компрометируя информацией, полученной украинскими хакерами после взлома их страниц в социальной сети «ВКонтакте».
Ранее 22 января представитель МВД сообщил, что за совершение диверсий на железной дороге полиция задержала в 2023 году 59 несовершеннолетних. Стало известно, что для получения дополнительного заработка на преступление готовы пойти дети из семей с низким материальным достатком без моральных принципов. 15 подростков привлечены к уголовной ответственности за поджоги военкоматов.",2
"В Подольске полицейские задержали двоих жителей Иркутской области, подозреваемых в сбыте более 10 килограммов мефедрона. Об этом «Ленте.ру» сообщила представитель подмосковного управления МВД Татьяна Петрова.
Наркодилеров захватили в лесу у СНТ «Романцево». У них при досмотре полицейские изъяли 10 свертков с порошком, спрятанных под одеждой и в спортивной сумке. В отношении задержанных возбуждено уголовное дело.
Один из них рассказал полицейским, что полгода назад в мессенджере он нашел работу наркоперевозчика. По указанию работодателя мужчина забирал запрещенные вещества и на своей машине развозил по указанным адресам. За очередной закладкой в Подольск наркодилер взял знакомого. Они планировали сбыть партию мефедрона в Иркутске, Чите и Новосибирске.
С санкции суда оба фигуранта взяты под стражу.
9 января сообщалось, что Останкинский суд Москвы арестовал гражданина США Роберта Вудлэнда, у которого нашли мефедрон. Он родился в России, но в 1993 году еще ребенком был выкуплен приемными родителями в пермском детском доме. Американские ученые Дэвид и Марсиа Вудлэнд заплатили за него 10 тысяч долларов.",2
"Во Владивостоке предстанет перед судом 39-летний россиянин, подозреваемый в похищении школьницы. Об этом в понедельник, 22 января, сообщает региональное управление Следственного комитета России (СКР).
По данным следствия, 20 сентября 2023 года мужчина напал на девочку возле школы на улице Пирогова и уволок ее в лесной массив. Там он пригрозил ей применением насилия и расправой, велел отдать мобильный телефон, после чего попытался задушить. Однако довести преступление до конца он не сумел из-за появившихся на месте прохожих. Мужчина скрылся, но местные подростки смогли найти его и сообщить местоположение полицейским.
Злоумышленник был задержан. Выяснилось, что ранее он был неоднократно судим за различные преступления, в том числе против половой неприкосновенности. Дело с утвержденным обвинительным заключением будет направлено в суд для рассмотрения по существу.
В декабре 2023 года восьмилетняя девочка, которую похитили под Калугой, рассказала, что ее не обижали, но невкусно кормили три раза в день.",2
"В Красноярском крае задержали россиянина, решившего сорвать вылет жены ложным заявлением в полицию. Об этом в понедельник, 22 января, в своем Telegram-канале сообщает издание Baza.
По данным издания, подозреваемый сообщил полицейским, что его жена якобы со взрывчаткой находится в терминале аэропорта Емельяново и собирается попасть на Украину через Москву. Полиция задержала женщину, но не обнаружила при ней взрывчатки. Та пояснила, что виной всему ревность бывшего сожителя. После расставания она решила отправиться в зону СВО к служащему там бывшему мужу, но брошенный мужчина решил таким образом сорвать ее планы.
Через два дня после инцидента силовики нашли и задержали россиянина в Абакане. Мужчина был в состоянии алкогольного опьянения.
25 декабря 2023 года в Красноярском крае сотрудники полиции совместно с коллегами из ФСБ задержали 17-летнего подростка, подозреваемого в 350 сообщениях о ложном минировании по всей России.",2
"В Донецкой народной республике (ДНР) ФСБ и МВД России задержали группу наркоторговцев. Об этом в понедельник, 22 января, в своем Telegram-канале сообщает РЕН ТВ.
Граждане организовали сбыт наркотиков в крупном размере в городе Енакиево. В ходе обысков силовики задержали участников преступного сообщества, обнаружили и изъяли свыше двух килограмм каннабиса.
18 января сообщалось, что в Волгоградской области арестовали 21-летнего бывшего инспектора исправительного учреждения за превышение полномочий и попытку сбыта наркотиков.",2
"В Москве полицейские привлекли к ответственности за мелкое хулиганство россиян, устроивших стрельбу во дворе жилого дома. Об этом в понедельник, 22 января, в своем Telegram-канале сообщает пресс-служба МВД.
По данным силовиков, 20 января от граждан поступило сообщение о звуках выстрелов возле дома на Южнобутовской улице. Прибывший экипаж полиции задержал трех нарушителей порядка, которых доставили для разбирательства в отделение полиции. Выяснилось, что между гражданами произошел бытовой конфликт, в ходе которого один из мужчин взялся за травматический пистолет и открыл огонь. Пострадавших нет.
10 января в Тюмени объявили в федеральный розыск мигрантов, участвовавших в перестрелке, произошедшей утром 5 января во дворе жилого дома.",2
"Полицейские обнаружили подпольное казино в центре Нижнего Новгорода — на набережной Гребного канала. Об этом сообщает Telegram-канал Ni Mash.
Уточняется, что заведение функционировало в арендованном коттедже. На момент прихода правоохранителей внутри находились четверо сотрудников и девять посетителей. В помещении был оборудован покерный стол, найдены фишки, карты и различная техника. Организаторов клуба на месте не оказалось, сейчас их ищут.
Прошлым летом полиция Подмосковья ликвидировала подпольное казино, расположенное на привокзальной площади и замаскированное под кафе. Тогда же в Республике Удмуртия за организацию нелегального казино в городе Воткинске осудили четырех россиян в возрасте от 30 до 50 лет. Все четверо при этом отделались условным сроком.
В октябре 2023 года фракция ЛДПР предложила сократить рекламу азартных игр в стране. Целью изменений было названо избавление россиян от игровой зависимости и их защита от мошеннических схем.",2
"В Петербурге 24-летнего младшего сержанта полиции с огнестрельным ранением нашли в отделе вневедомственной охраны по Фрунзенскому району. Об этом сообщает Telegram-канал Mash.
Рядом с телом лежал табельный пистолет Макарова. В тот день он заступил на дежурство, получил оружие и отлучился в уборную. Через некоторое время сослуживцы обнаружили его в запертом изнутри помещении.
Предварительная версия — суицид. В соцсетях сержант попрощался с родными. Он служил в должности полицейского-водителя. Следственные органы проводят проверку для установления обстоятельств произошедшего.
12 января сообщалось о суициде в Николаевской области. ЧП предшествовал конфликт, в ходе которого 45-летний сержант Вооруженных сил Украины открыл стрельбу по 32-летнему заместителю командира роты по морально-психологическому обеспечению.",2
"Пенсионерка в Москве продала квартиру, заложила в ломбард украшения и зубные коронки и лишилась всех сбережений после звонка мошенников. Об этом сообщается в Telegram-канале прокуратуры российской столицы.
Злоумышленники на протяжении нескольких дней убеждали 67-летнюю москвичку в том, что неизвестные пытаются лишить ее жилья. Более того, женщину запугивали якобы правоохранители и сотрудники банка, которые подтверждали факт попытки продажи ее квартиры.
Материалы по теме:
Проклятые богатстваОни выиграли миллионы. Это разрушило их жизни
14 ноября 2018
«Мы все сбиты с толку»Люди по всему миру получают таинственные посылки от незнакомцев. Кто за этим стоит?
8 августа 2020
Для того, чтобы сохранить недвижимость, пенсионерке предложили самой продать жилье и перевести средства от продажи и другие накопления на «безопасные счета». В итоге деньги были переведены аферистам. В общей сложности женщина лишилась 11 миллионов рублей.
Ранее двое в масках и с оружием ограбили криптовалютчика в городе Приморско-Ахтарск в Краснодарском крае. К 23-летнему трейдеру пришли двое неизвестных, ударили его по голове и заставили перевести на свои счета криптомонеты USDT.",2
"В Свердловской области экс-главу управления по контролю за оборотом наркотиков регионального УМВД осудили на пять лет колонии общего режима и приговорили к штрафу в 500 тысяч рублей по делу об афере. Об этом в пятницу, 19 января, в своем Telegram-канале сообщает областная прокуратура.
Как установил суд, в 2022 году осужденный узнал, что подразделение по экономической безопасности областного главка организовало проверку из-за рубки леса частной организацией. Через посредника он обратился к главе предприятия и предложил решить вопрос за полтора миллиона рублей. При этом реальной возможности повлиять на коллег из управления экономической безопасности у него не было.
Силовик с самого начала пошел на аферу, чтобы разжиться деньгами, но при передаче ему денег был задержан и после уволен из органов правопорядка. В отношении него было возбуждено уголовное дело о покушении на мошенничество в особо крупном размере с использованием служебного положения.",2
"В Подмосковье 35-летняя женщина сломала 64-летнему свекру ребра удлинителем для розеток, сообщает Telegram-канал Shot.
По данным источника, ночью 18 января женщина поссорилась с отцом сожителя, схватила удлинитель и стала им наносить удары пенсионеру. В результате потерпевшего госпитализировали с переломом четырех ребер и ключицы. Также из-за полученных травм грудной клетки у него развилось заболевание, которое может привести к остановке сердца.
В отношении женщины возбуждено уголовное дело по статье о причинении тяжкого вреда здоровью. Ей грозит до 12 лет заключения.
Известно, что фигурантка имеет судимость за причинение среднего вреда здоровью и угрозу расправой.",2
"В Перми неизвестный расправился с двумя мужчинами и нанес каждому из них не менее 50 ударов ножом, сообщает РЕН ТВ.
Инцидент произошел 17 января в доме на Сергинской улице. Преступник напал на потерпевших и стал наносить им удары в грудь и шею. После этого он разбросал одежду, развел пламя, открыл четыре конфорки газовой плиты и поспешил скрыться.
Около полуночи житель дома заметил задымление в соседней квартире и вызвал спасателей. После того как пожар потушили, были обнаружены мужские тела. Возбуждено уголовное дело, устанавливаются обстоятельства произошедшего.
Ранее сообщалось, что в Брянской области россиянин вонзил ножницы в шею сопернику и получил срок.",2
