content,topic
"Россиянка проснулась в поезде со следами крови на белье и обвинила попутчика в насилии. Позже выяснилось, что кровь была менструальной, сообщило издание Baza.
По данным источника, 41-летняя Ольга (имя изменено) ехала из Нового Уренгоя в Пермь. Вместе с ней в купе был мужчина, который представился экстрасенсом и заявил, что умеет творить чудеса. В пути он стал приставать к пассажирке, но та отказала ему в близости.
Материалы по теме:
«В Чечне мне ко лбу приставили пистолет»Россияне рискуют жизнью ради дешевого отдыха. Как они путешествуют автостопом?
16 ноября 2021
«В Турции женщин убивают и насилуют каждый день»Как защитить себя от насилия в отпуске и куда обращаться за помощью
14 ноября 2022
По словам Ольги, дальше все было как в тумане, а наутро она проснулась с болью в животе и следами крови на белье. Будучи девственницей, россиянка подумала, что попутчик, который в это время спокойно спал, изнасиловал ее.
18 января женщина обратилась в полицию. В ходе экспертизы медики сделали вывод, что девственная плева Ольги не нарушена, а кровь была менструальной. Отмечается, что писать заявление россиянка передумала.
Ранее пьяный россиянин устроил дебош в аэропорту Волгограда. Он начал приставал к попутчикам и ругался матом, а потом избил сотрудницу полиции, которая пыталась его успокоить.",7
"Средняя стоимость перелета в салоне экономкласса по России выросла на 22,2 процента за 2023 год. Об этом сообщает РБК со ссылкой на данные Росстата.
Уточняется, что в декабре средняя цена авиабилета достигла 7,6 тысячи рублей за тысячу километров полета.
Рост стоимости почти на четверть стал самым значительным с 2008 года. Тогда перелеты по стране за год подорожали на 30,9 процента. При этом в 2022 году ценовой скачок составил 15,6 процента.
Материалы по теме:
Для миллионов людей по всему миру отдых за границей стал непозволительной роскошью.Что разрушило мировой туризм?
9 января 2023
Россияне вынуждены чаще летать с пересадками.Как превратить их из мучения в приятное путешествие?
27 августа 2023
В Федеральной антимонопольной службе (ФАС) пояснили, что период с 2020 по 2022 год не является репрезентативным, потому что во время COVID-19 авиаотрасль получала различные уровни поддержки. В ведомстве заявили, что рост цен на билеты в 2023 году по сравнению с допандемийным 2019-м составит не более 10 процентов.
По данным сервиса «Яндекс Путешествия», больше всего подорожали перелеты в Минеральные Воды (плюс 50 процентов, до 14,8 тысячи рублей за один билет туда-обратно). Сильная динамика наблюдается по рейсам в Махачкалу (плюс 49 процентов, 15,5 тысячи рублей), Санкт-Петербург (плюс 33 процента, 10,6 тысячи), Уфу (плюс 30 процентов, 9,5 тысячи) и Москву (плюс 29 процентов, 10 тысяч).
Ранее авиакомпания «Победа» объявила о распродаже билетов по 999 рублей. Скидки продлятся с 19 по 22 января, а улететь по выбранным направлениям можно будет до 31 марта.",7
"Авиакомпания «Победа» запустила масштабную распродажу билетов. Об этом сообщается в Telegram-канале российского перевозчика.
Уточняется, что забронировать места на рейсах со скидкой можно с 19 по 22 января, а улететь по выбранным направлениям путешественники смогут с 22 января по 31 марта. В акции участвуют более 100 городов.
Стоимость билетов на распродаже начинается от 999 рублей. Покупателям доступно 50 тысяч билетов по сниженной цене. Приобрести их можно на сайте авиакомпании.
Ранее стало известно, что в 2024 году отдыхать за границей станет дешевле. Иностранные отельеры станут придерживаться более адекватной тарифной политики, цены будут расти не так сильно, как в 2023-м, а в некоторых случаях могут снизиться.",7
"Вылет пассажирского самолета Boeing-777 из московского аэропорта Шереметьево задержали минимум на восемь часов. Об этом сообщается в Telegram-канале «Крыша Турдома».
Уточняется, что лайнер авиакомпании Nordwind должен был отправиться из столицы в Варадеро, Куба, еще в 1:25 19 января, однако последнее обновленное время вылета на табло было 9:25 утра.
Материалы по теме:
«Люди понимали, что умрут, и выли»Россиянка оказалась единственной выжившей в авиакатастрофе. Что ей пришлось пережить?
24 августа 2021
В России массово отменяют рейсы из-за поломок самолетов.Пассажиры страдают и теряют деньги. Как получить компенсацию?
18 января 2024
Также в источнике добавили, что всего с полуночи до восьми утра в Шереметьево было отложено около 30 рейсов — в основном все задержки в пределах часа. Небольшие опоздания также наблюдались во Внуково и Домодедово.
Ранее в январе рейс российской авиакомпании из Новосибирска в Бангкок задержали более чем на 10 часов из-за неисправности. В ожидании вылета в Таиланд в аэропорту российского города застряли почти 300 пассажиров, включая 30 детей.",7
"Аналитики социальной сети «Одноклассники» (ОК) назвали самые популярные у россиян направления для отдыха в новогодние праздники. Они изучили публикации, которые люди выкладывали, находясь в поездках с 30 декабря 2023 года по 8 января 2024 года, и выяснили, что наибольшее количество пользователей посетили Москву. Об этом говорится в пресс-релизе, поступившем в редакцию «Ленты.ру».
На втором месте по числу упоминаний на страницах и в сервисе «Увлечения» расположился город Сочи, на третьем — города Золотого кольца России. Также в топ-10 вошли Санкт-Петербург, Иркутск, Республика Дагестан, города и регионы Дальнего Востока, Республика Алтай, Кольский полуостров и Тюменская область.
По данным соцсети, во время длинных зимних выходных россияне уделяли внимание не только культурной программе и осмотру достопримечательностей, но и активному отдыху, например, горнолыжному спорту и «охоте» за северным сиянием.
В рамках исследования аналитики ОК учитывали публикации только тех пользователей, которые включили геолокацию в настройках и покинули на время постоянное место проживания. Всего они проанализировали более 100 тысяч публикаций о путешествиях.
Ранее туроператоры составили топ стран, которые будут популярны у российских туристов в 2024 году. Наиболее существенный прирост продаж туров ожидается в Турцию. Также путешественники устремятся в страны Юго-Восточной Азии.",7
"Самолет российской авиакомпании, летевший из Москвы в Кемерово, экстренно приземлился в Новосибирске из-за неисправности. Об этом сообщили в пресс-службе Западно-Сибирской транспортной прокуратуры.
Согласно данным ведомства, на борту находилось 179 пассажиров. После успешного приземления лайнер отстранили от эксплуатации.
Материалы по теме:
«Люди понимали, что умрут, и выли»Россиянка оказалась единственной выжившей в авиакатастрофе. Что ей пришлось пережить?
24 августа 2021
В России массово отменяют рейсы из-за поломок самолетов.Пассажиры страдают и теряют деньги. Как получить компенсацию?
18 января 2024
При этом, как выясни Telegram-канал Shot, в самолете также было шесть членов экипажа — таким образом, всего в Кемерово летели 185 человек. Рейс осуществлялся на лайнере Boeing 737-800.
Уточняется, что через три часа после вылета из Москвы экипаж обнаружил, что произошел отказ измерения топливной системы и запросил посадку в Новосибирске. При посадке никто из пассажиров не пострадал, самолет также не получил никаких повреждений.
Ранее в январе пассажирский самолет авиакомпании «Якутия» сел в Москве с поврежденными шиной и крылом. При вылете из Якутска у Boeing 737-800 развалилась шина левого колеса правой стойки шасси. Позже сотрудники авиагавани нашли куски резины на взлетно-посадочной полосе.",7
"Пьяная пассажирка устроила дебош на рейсе российского лоукостера из Сочи в Санкт-Петербург. Об этом пишет Telegram-канал Shot.
По данным издания, примерно через час после вылета самолета из аэропорта Адлера 26-летняя Земфира Глазырина встала со своего места, начала бегать по салону, приставать к попутчикам и бортпроводникам, а потом закурила.
Дебоширку удалось быстро успокоить, однако экипаж запросил посадку в аэропорту Саратова. Там Глазырину сняли с рейса и отправили в вытрезвитель. Через некоторое время самолет продолжил путь и благополучно приземлился в точке назначения.
Материалы по теме:
Это залет!Почему авиапассажиры дерутся со стюардессами и достают всех вокруг
23 января 2018
Самое грязное место в самолете и скандальные пассажиры:как живут стюардессы и какими секретами они делятся в сети?
5 сентября 2022
По предварительным данным, пассажирка перед вылетом пила алкоголь в баре аэропорта. На нее составили два протокола за курение и появление в общественном месте в нетрезвом виде, уточняет источник.
Ранее 63-летняя российская пенсионерка устроила пьяный дебош в самолете и лишилась отпуска на Шри-Ланке. Во время посадки она начала ругаться матом и мешать попутчикам.",7
"Туристы из арабо-мусульманских государств за последние несколько лет кардинально пересмотрели свои взгляды на Россию. Об этом заявила член правления женского делового совета Объединенных Арабских Эмиратов (ОАЭ) Сурия Аль Авадхи, ее слова приводит РИА Новости.
По мнению Аль Авадхи, серьезные политические и экономические связи России и Востока, а также преобразования в культурной сфере дали свои плоды. Теперь арабские туристы, которые раньше предпочитали отдыхать в Европе или США, выбирают Россию.
Материалы по теме:
Мурманская область привлекает тысячи туристов со всей России.Чем регион готов удивлять своих гостей этой зимой?
29 ноября 2023
«Больше, чем путешествие»: Долина гейзеров на Камчатке, Байкал, Арктика.Как молодежь открывает для себя Россию
11 декабря 2023
«Россия — цивилизованная, безопасная страна, здесь живут люди с открытой душой», — отметила собеседница агентства.
Единственное, что может показаться непривычным арабским туристам, — это сильные российские морозы, добавила Аль Авадхи. Однако, с ее точки зрения, и в этом есть плюсы. «Мир разный, страны, погода, люди разные. Тем интересней», — пояснила она.
Ранее сообщалось, что иностранные туристы с начала 2023 года забронировали вдвое больше мест в отечественных отелях, чем за аналогичный период 2022 года. Стало известно, что в первую очередь Россией интересуются туристы из Китая, ОАЭ, Саудовской Аравии, Турции, Ирана и Индии.",7
"Автомобиль столкнулся с самолетом в аэропорту Сиднея, причинив ущерб почти на 30 миллионов рублей. Об этом сообщает австралийский телеканал 9news.
Нештатная ситуация произошла рано утром 22 января. Машина службы безопасности авиагавани Сиднея врезалась в двигатель пассажирского самолета авиакомпании Jetstar и застряла под ним. В результате лобовое стекло со стороны водителя оказалось разбито, также обрушилась часть крыши.
Уточняется, что по расписанию рейс должен был вылететь в Аделаиду только через час, поэтому на борту еще не было пассажиров. Людей перевели на другие рейсы, из-за чего некоторым пришлось ждать в аэропорту вылета около шести часов. При этом человек, который был за рулем автомобиля, попал в больницу с легкими травмами.
Авиационный эксперт Джеффри Томас рассказал журналистам, что в среднем ущерб от подобных аварий в аэропортах составляет полмиллиона австралийских долларов (почти 30 миллионов рублей).",7
"Полиция Таиланда задержала местного жителя за нападение на туриста с кухонным ножом из-за его отказа в покупке пива. Подробностями истории поделился портал The Pattaya News.
Конфликт между иностранцем и тайцем произошел вечером в пятницу, 19 января, на курорте Паттайя. Путешественник подошел к компании молодых людей, которая пила пиво на тротуаре, и спросил, где он может купить алкоголь.
Материалы по теме:
Таиланд стал гораздо дороже, но российские туристы все равно его любят.Как там сэкономить и каких ошибок лучше избегать
24 февраля 2023
«Иностранцы раздеваются догола и пляшут»Таиланд считают раем для белых туристов. Что манит их туда вновь и вновь?
15 сентября 2022
Внезапно к месту происшествия подъехал неизвестный на мотоцикле и погнался за иностранцем с ножом. По данным источника, таец предложил туристу купить у него пиво за 200 батов (1000 рублей), но тот отказался, что и вызвало агрессию нападавшего.
На следующий день правоохранители задержали 52-летнего Бунсука Кван-она из города Чиангмай. На допросе он заявил, что якобы пытался защитить девушку из компании от приставаний иностранца. Однако сама свидетельница заявила, что нарушитель врет. Мужчине предъявили обвинения в физическом насилии и ношении ножа в общественных местах. Сейчас он находится под стражей.
Ранее на Пхукете задержали украинского туриста, который устроил пьяный дебош в отделении полиции. Он пришел в участок курорта и начал вести себя неадекватно. По словам правоохранителей, мужчина был в бреду.",7
"Самолет авиакомпании British Airways сменил курс и экстренно сел в лондонском аэропорту Хитроу из-за дыма в кабине пилотов. Об этом сообщает издание Daily Mail.
Пассажирский лайнер Airbus A321 вылетел из Лондона утром 22 января и должен был приземлиться в Праге, но сошел с маршрута и вернулся в авиагавань примерно через час после отправления. Как пишет источник, сразу после посадки борта к нему подъехали несколько пожарных машин.
Материалы по теме:
Один день из жизни самолета. Как все устроено?
Реклама
19 апреля 2023
Самолеты Boeing разваливаются прямо в воздухе. Это уже привело к двум катастрофам. Грозит ли опасность россиянам?
11 января 2024
Представитель авиакомпании сообщил журналистам, что пилоты решили развернуть самолет из-за «технической проблемы», но не уточнил, в чем именно заключалась неисправность. По данным таблоида, пассажиров рейса отправили в Прагу на запасном воздушном судне.
Ранее операторов Boeing призвали визуально проверять заглушки дверей на еще одной модели — 737-900ER. Этот самолет имеет такую же конструкцию дверных заглушек, как лайнер MAX 9, у которого недавно в воздухе выпала секция фюзеляжа.",7
