topic,index
1,631
1,632
4,633
0,634
0,635
0,636
0,637
2,638
8,639
2,640
8,641
4,642
0,643
8,644
0,645
4,646
4,647
4,648
1,649
2,650
2,651
2,652
0,653
3,654
3,655
8,656
2,657
7,658
3,659
0,660
2,661
4,662
0,663
2,664
4,665
4,666
3,667
2,668
5,669
8,670
4,671
4,672
8,673
2,674
0,675
2,676
3,677
2,678
5,679
8,680
7,681
0,682
8,683
3,684
2,685
2,686
1,687
2,688
0,689
4,690
8,691
0,692
0,693
8,694
2,695
3,696
3,697
3,698
0,699
0,700
0,701
3,702
4,703
8,704
2,705
0,706
4,707
3,708
3,709
0,710
3,711
2,712
3,713
0,714
8,715
4,716
0,717
3,718
8,719
4,720
2,721
4,722
8,723
0,724
1,725
0,726
0,727
2,728
2,729
0,730
2,731
4,732
7,733
2,734
4,735
7,736
0,737
8,738
2,739
1,740
2,741
8,742
3,743
2,744
0,745
3,746
2,747
7,748
4,749
4,750
8,751
0,752
0,753
8,754
6,755
4,756
4,757
2,758
4,759
0,760
3,761
0,762
4,763
4,764
2,765
3,766
2,767
4,768
4,769
5,770
0,771
4,772
3,773
3,774
8,775
0,776
1,777
0,778
7,779
3,780
0,781
1,782
4,783
4,784
7,785
4,786
8,787
0,788
0,789
8,790
4,791
4,792
2,793
0,794
2,795
7,796
4,797
0,798
2,799
4,800
2,801
8,802
8,803
2,804
2,805
7,806
4,807
0,808
8,809
4,810
4,811
2,812
4,813
0,814
8,815
3,816
4,817
8,818
0,819
4,820
2,821
0,822
3,823
1,824
4,825
8,826
2,827
6,828
8,829
2,830
1,831
3,832
1,833
0,834
2,835
2,836
4,837
8,838
2,839
8,840
0,841
1,842
4,843
3,844
0,845
2,846
4,847
5,848
7,849
0,850
3,851
8,852
8,853
4,854
8,855
0,856
1,857
2,858
4,859
0,860
2,861
4,862
1,863
0,864
8,865
3,866
4,867
2,868
4,869
4,870
3,871
0,872
1,873
8,874
8,875
4,876
0,877
8,878
2,879
1,880
0,881
4,882
4,883
7,884
4,885
0,886
2,887
4,888
0,889
4,890
8,891
8,892
2,893
2,894
0,895
0,896
0,897
2,898
2,899
1,900
4,901
8,902
3,903
0,904
0,905
8,906
0,907
4,908
1,909
4,910
1,911
7,912
8,913
8,914
8,915
3,916
0,917
3,918
2,919
6,920
0,921
2,922
3,923
0,924
3,925
0,926
3,927
4,928
4,929
3,930
2,931
1,932
6,933
3,934
1,935
3,936
2,937
8,938
2,939
4,940
3,941
2,942
0,943
0,944
8,945
1,946
4,947
2,948
2,949
4,950
6,951
8,952
4,953
2,954
4,955
4,956
7,957
2,958
1,959
4,960
3,961
2,962
4,963
4,964
8,965
8,966
4,967
2,968
1,969
3,970
0,971
0,972
8,973
3,974
0,975
0,976
0,977
4,978
2,979
0,980
4,981
8,982
2,983
4,984
2,985
3,986
1,987
8,988
2,989
1,990
8,991
3,992
3,993
2,994
8,995
8,996
8,997
4,998
0,999
8,1000
8,1001
0,1002
2,1003
4,1004
3,1005
2,1006
2,1007
2,1008
3,1009
0,1010
2,1011
4,1012
1,1013
0,1014
4,1015
6,1016
1,1017
0,1018
0,1019
1,1020
4,1021
0,1022
5,1023
3,1024
8,1025
1,1026
2,1027
8,1028
4,1029
6,1030
0,1031
0,1032
0,1033
0,1034
4,1035
0,1036
1,1037
1,1038
2,1039
0,1040
3,1041
1,1042
6,1043
3,1044
3,1045
4,1046
3,1047
2,1048
3,1049
0,1050
4,1051
3,1052
1,1053
4,1054
4,1055
7,1056
3,1057
8,1058
8,1059
1,1060
0,1061
2,1062
0,1063
2,1064
8,1065
5,1066
0,1067
3,1068
3,1069
4,1070
4,1071
0,1072
4,1073
6,1074
0,1075
0,1076
2,1077
8,1078
0,1079
4,1080
4,1081
4,1082
1,1083
4,1084
4,1085
3,1086
0,1087
0,1088
4,1089
1,1090
2,1091
4,1092
4,1093
8,1094
1,1095
8,1096
4,1097
3,1098
8,1099
4,1100
0,1101
2,1102
4,1103
4,1104
0,1105
3,1106
0,1107
3,1108
0,1109
7,1110
3,1111
4,1112
2,1113
3,1114
8,1115
4,1116
3,1117
4,1118
2,1119
4,1120
4,1121
8,1122
1,1123
0,1124
2,1125
4,1126
0,1127
2,1128
0,1129
0,1130
4,1131
4,1132
4,1133
4,1134
2,1135
2,1136
4,1137
6,1138
2,1139
2,1140
0,1141
7,1142
3,1143
1,1144
0,1145
3,1146
3,1147
2,1148
4,1149
2,1150
3,1151
4,1152
4,1153
8,1154
4,1155
3,1156
2,1157
8,1158
3,1159
2,1160
0,1161
2,1162
4,1163
0,1164
0,1165
2,1166
7,1167
4,1168
8,1169
3,1170
1,1171
4,1172
2,1173
0,1174
0,1175
0,1176
1,1177
5,1178
1,1179
2,1180
4,1181
7,1182
1,1183
3,1184
8,1185
1,1186
2,1187
0,1188
0,1189
3,1190
2,1191
8,1192
0,1193
8,1194
3,1195
3,1196
0,1197
4,1198
4,1199
0,1200
8,1201
0,1202
1,1203
4,1204
4,1205
3,1206
8,1207
1,1208
4,1209
0,1210
4,1211
4,1212
4,1213
0,1214
1,1215
3,1216
2,1217
4,1218
2,1219
1,1220
0,1221
4,1222
8,1223
4,1224
3,1225
0,1226
8,1227
1,1228
4,1229
4,1230
3,1231
8,1232
4,1233
0,1234
8,1235
0,1236
2,1237
2,1238
4,1239
8,1240
2,1241
0,1242
0,1243
2,1244
4,1245
0,1246
8,1247
2,1248
0,1249
2,1250
1,1251
4,1252
4,1253
8,1254
0,1255
3,1256
8,1257
5,1258
8,1259
4,1260
1,1261
0,1262
2,1263
3,1264
4,1265
4,1266
4,1267
2,1268
3,1269
0,1270
3,1271
3,1272
3,1273
5,1274
3,1275
1,1276
0,1277
0,1278
0,1279
1,1280
4,1281
4,1282
0,1283
8,1284
4,1285
8,1286
7,1287
1,1288
3,1289
8,1290
0,1291
0,1292
8,1293
7,1294
1,1295
2,1296
4,1297
2,1298
7,1299
0,1300
0,1301
2,1302
2,1303
1,1304
2,1305
4,1306
0,1307
8,1308
4,1309
4,1310
0,1311
0,1312
4,1313
0,1314
0,1315
8,1316
0,1317
3,1318
3,1319
2,1320
0,1321
2,1322
7,1323
1,1324
3,1325
2,1326
2,1327
2,1328
4,1329
3,1330
1,1331
4,1332
4,1333
3,1334
0,1335
4,1336
3,1337
8,1338
4,1339
8,1340
0,1341
4,1342
0,1343
0,1344
1,1345
0,1346
1,1347
6,1348
5,1349
2,1350
0,1351
4,1352
8,1353
3,1354
0,1355
0,1356
3,1357
3,1358
3,1359
8,1360
2,1361
4,1362
3,1363
2,1364
1,1365
0,1366
0,1367
4,1368
0,1369
4,1370
3,1371
4,1372
0,1373
2,1374
1,1375
0,1376
1,1377
4,1378
5,1379
0,1380
2,1381
4,1382
2,1383
2,1384
0,1385
0,1386
3,1387
2,1388
8,1389
1,1390
0,1391
4,1392
4,1393
2,1394
0,1395
3,1396
2,1397
3,1398
4,1399
1,1400
8,1401
0,1402
2,1403
2,1404
0,1405
8,1406
2,1407
1,1408
8,1409
4,1410
3,1411
8,1412
4,1413
8,1414
4,1415
8,1416
4,1417
3,1418
2,1419
6,1420
3,1421
1,1422
2,1423
2,1424
2,1425
0,1426
0,1427
4,1428
0,1429
2,1430
4,1431
4,1432
2,1433
3,1434
2,1435
8,1436
2,1437
4,1438
3,1439
1,1440
0,1441
4,1442
2,1443
8,1444
2,1445
4,1446
1,1447
0,1448
0,1449
8,1450
0,1451
7,1452
2,1453
1,1454
4,1455
4,1456
1,1457
3,1458
0,1459
4,1460
1,1461
3,1462
0,1463
1,1464
2,1465
3,1466
0,1467
4,1468
0,1469
4,1470
1,1471
0,1472
1,1473
0,1474
5,1475
4,1476
4,1477
6,1478
8,1479
4,1480
0,1481
0,1482
4,1483
2,1484
8,1485
2,1486
2,1487
0,1488
0,1489
5,1490
7,1491
2,1492
4,1493
0,1494
2,1495
2,1496
7,1497
1,1498
2,1499
0,1500
2,1501
0,1502
0,1503
1,1504
6,1505
4,1506
8,1507
1,1508
1,1509
1,1510
0,1511
3,1512
0,1513
7,1514
2,1515
0,1516
0,1517
0,1518
4,1519
1,1520
1,1521
2,1522
1,1523
3,1524
3,1525
4,1526
2,1527
4,1528
3,1529
4,1530
4,1531
2,1532
3,1533
1,1534
0,1535
2,1536
2,1537
4,1538
3,1539
3,1540
7,1541
4,1542
3,1543
0,1544
2,1545
1,1546
2,1547
3,1548
8,1549
4,1550
4,1551
8,1552
4,1553
2,1554
8,1555
3,1556
4,1557
3,1558
3,1559
2,1560
7,1561
3,1562
4,1563
5,1564
2,1565
3,1566
0,1567
0,1568
3,1569
0,1570
1,1571
8,1572
2,1573
2,1574
0,1575
2,1576
4,1577
0,1578
4,1579
3,1580
7,1581
2,1582
1,1583
2,1584
2,1585
4,1586
4,1587
0,1588
3,1589
4,1590
3,1591
2,1592
2,1593
2,1594
3,1595
0,1596
8,1597
0,1598
4,1599
4,1600
2,1601
4,1602
0,1603
2,1604
3,1605
3,1606
2,1607
3,1608
3,1609
0,1610
1,1611
4,1612
1,1613
2,1614
1,1615
0,1616
3,1617
1,1618
4,1619
2,1620
2,1621
4,1622
0,1623
1,1624
6,1625
4,1626
0,1627
4,1628
7,1629
2,1630
0,1631
8,1632
2,1633
2,1634
4,1635
8,1636
2,1637
0,1638
7,1639
2,1640
3,1641
0,1642
2,1643
8,1644
3,1645
4,1646
4,1647
8,1648
4,1649
0,1650
7,1651
2,1652
3,1653
4,1654
2,1655
8,1656
0,1657
0,1658
4,1659
0,1660
8,1661
8,1662
4,1663
2,1664
8,1665
4,1666
4,1667
2,1668
2,1669
0,1670
4,1671
3,1672
3,1673
2,1674
2,1675
3,1676
4,1677
3,1678
0,1679
3,1680
4,1681
1,1682
2,1683
3,1684
3,1685
0,1686
8,1687
1,1688
4,1689
4,1690
4,1691
0,1692
8,1693
0,1694
0,1695
8,1696
2,1697
4,1698
0,1699
2,1700
2,1701
0,1702
3,1703
4,1704
3,1705
2,1706
8,1707
0,1708
3,1709
2,1710
2,1711
0,1712
3,1713
8,1714
1,1715
2,1716
2,1717
2,1718
2,1719
0,1720
4,1721
3,1722
3,1723
3,1724
0,1725
0,1726
3,1727
2,1728
2,1729
2,1730
6,1731
4,1732
0,1733
8,1734
3,1735
4,1736
2,1737
7,1738
2,1739
8,1740
6,1741
7,1742
2,1743
2,1744
3,1745
2,1746
8,1747
0,1748
2,1749
2,1750
0,1751
2,1752
1,1753
8,1754
3,1755
8,1756
0,1757
2,1758
0,1759
3,1760
4,1761
2,1762
4,1763
4,1764
1,1765
2,1766
1,1767
3,1768
1,1769
8,1770
3,1771
4,1772
1,1773
1,1774
8,1775
3,1776
2,1777
0,1778
4,1779
4,1780
3,1781
8,1782
6,1783
2,1784
4,1785
0,1786
0,1787
4,1788
0,1789
3,1790
3,1791
2,1792
8,1793
3,1794
8,1795
4,1796
2,1797
4,1798
4,1799
3,1800
7,1801
4,1802
3,1803
0,1804
2,1805
3,1806
2,1807
8,1808
2,1809
2,1810
4,1811
6,1812
2,1813
6,1814
8,1815
8,1816
2,1817
0,1818
4,1819
4,1820
0,1821
1,1822
0,1823
2,1824
7,1825
2,1826
0,1827
0,1828
3,1829
1,1830
5,1831
2,1832
2,1833
4,1834
2,1835
0,1836
3,1837
4,1838
4,1839
3,1840
4,1841
3,1842
2,1843
4,1844
4,1845
7,1846
3,1847
8,1848
0,1849
8,1850
4,1851
0,1852
3,1853
4,1854
1,1855
0,1856
3,1857
0,1858
4,1859
3,1860
2,1861
2,1862
8,1863
3,1864
4,1865
3,1866
4,1867
7,1868
4,1869
2,1870
4,1871
2,1872
5,1873
4,1874
4,1875
4,1876
1,1877
8,1878
2,1879
3,1880
0,1881
0,1882
1,1883
7,1884
8,1885
1,1886
2,1887
3,1888
1,1889
3,1890
0,1891
2,1892
0,1893
2,1894
7,1895
3,1896
0,1897
4,1898
4,1899
0,1900
4,1901
0,1902
2,1903
3,1904
2,1905
0,1906
2,1907
1,1908
0,1909
6,1910
3,1911
2,1912
3,1913
4,1914
4,1915
8,1916
4,1917
4,1918
0,1919
2,1920
4,1921
0,1922
4,1923
7,1924
7,1925
7,1926
0,1927
3,1928
7,1929
4,1930
2,1931
4,1932
2,1933
2,1934
8,1935
2,1936
0,1937
3,1938
3,1939
1,1940
4,1941
8,1942
7,1943
4,1944
4,1945
4,1946
1,1947
0,1948
4,1949
3,1950
1,1951
4,1952
2,1953
7,1954
3,1955
0,1956
0,1957
3,1958
8,1959
0,1960
4,1961
0,1962
4,1963
4,1964
2,1965
2,1966
4,1967
8,1968
3,1969
4,1970
0,1971
8,1972
0,1973
0,1974
4,1975
4,1976
0,1977
2,1978
2,1979
0,1980
1,1981
4,1982
2,1983
4,1984
4,1985
4,1986
2,1987
3,1988
1,1989
2,1990
2,1991
4,1992
4,1993
4,1994
0,1995
4,1996
2,1997
3,1998
0,1999
2,2000
2,2001
1,2002
4,2003
4,2004
0,2005
4,2006
1,2007
0,2008
4,2009
2,2010
3,2011
2,2012
0,2013
0,2014
4,2015
7,2016
8,2017
2,2018
0,2019
2,2020
7,2021
0,2022
8,2023
0,2024
4,2025
8,2026
8,2027
2,2028
4,2029
2,2030
3,2031
2,2032
2,2033
0,2034
3,2035
0,2036
0,2037
2,2038
0,2039
5,2040
4,2041
1,2042
2,2043
0,2044
4,2045
2,2046
4,2047
2,2048
4,2049
0,2050
4,2051
1,2052
4,2053
3,2054
2,2055
3,2056
2,2057
4,2058
1,2059
2,2060
0,2061
0,2062
3,2063
4,2064
0,2065
1,2066
8,2067
4,2068
4,2069
0,2070
2,2071
4,2072
4,2073
1,2074
3,2075
0,2076
1,2077
4,2078
2,2079
4,2080
3,2081
0,2082
4,2083
4,2084
8,2085
1,2086
4,2087
4,2088
0,2089
1,2090
2,2091
2,2092
3,2093
0,2094
4,2095
1,2096
8,2097
2,2098
3,2099
0,2100
3,2101
0,2102
0,2103
8,2104
8,2105
0,2106
0,2107
4,2108
7,2109
2,2110
7,2111
8,2112
1,2113
0,2114
2,2115
5,2116
4,2117
6,2118
3,2119
2,2120
8,2121
2,2122
0,2123
4,2124
2,2125
8,2126
2,2127
0,2128
2,2129
0,2130
3,2131
7,2132
0,2133
8,2134
2,2135
4,2136
4,2137
0,2138
3,2139
4,2140
0,2141
7,2142
8,2143
0,2144
6,2145
2,2146
2,2147
7,2148
3,2149
4,2150
0,2151
0,2152
8,2153
0,2154
0,2155
0,2156
4,2157
0,2158
1,2159
0,2160
2,2161
3,2162
0,2163
2,2164
0,2165
1,2166
2,2167
0,2168
2,2169
2,2170
8,2171
4,2172
2,2173
3,2174
0,2175
8,2176
1,2177
4,2178
0,2179
1,2180
8,2181
0,2182
0,2183
4,2184
4,2185
0,2186
4,2187
3,2188
4,2189
2,2190
8,2191
0,2192
1,2193
2,2194
2,2195
2,2196
2,2197
1,2198
4,2199
3,2200
4,2201
3,2202
4,2203
2,2204
3,2205
4,2206
7,2207
2,2208
8,2209
0,2210
8,2211
6,2212
4,2213
8,2214
3,2215
0,2216
0,2217
0,2218
5,2219
4,2220
8,2221
8,2222
0,2223
5,2224
0,2225
8,2226
3,2227
2,2228
6,2229
0,2230
0,2231
3,2232
4,2233
2,2234
7,2235
8,2236
0,2237
2,2238
2,2239
4,2240
6,2241
2,2242
1,2243
0,2244
3,2245
7,2246
3,2247
1,2248
1,2249
8,2250
3,2251
5,2252
0,2253
0,2254
2,2255
3,2256
0,2257
4,2258
4,2259
4,2260
0,2261
5,2262
4,2263
8,2264
8,2265
7,2266
6,2267
1,2268
3,2269
8,2270
0,2271
5,2272
2,2273
3,2274
4,2275
1,2276
4,2277
0,2278
2,2279
4,2280
3,2281
2,2282
0,2283
0,2284
0,2285
7,2286
2,2287
4,2288
8,2289
2,2290
0,2291
3,2292
2,2293
0,2294
3,2295
1,2296
2,2297
3,2298
1,2299
4,2300
3,2301
3,2302
3,2303
2,2304
8,2305
4,2306
2,2307
0,2308
2,2309
2,2310
7,2311
2,2312
3,2313
0,2314
4,2315
8,2316
4,2317
2,2318
0,2319
8,2320
0,2321
8,2322
3,2323
7,2324
0,2325
4,2326
3,2327
1,2328
1,2329
0,2330
4,2331
2,2332
3,2333
8,2334
3,2335
0,2336
0,2337
4,2338
2,2339
8,2340
2,2341
3,2342
8,2343
1,2344
2,2345
2,2346
8,2347
4,2348
0,2349
0,2350
0,2351
2,2352
2,2353
2,2354
2,2355
4,2356
4,2357
0,2358
2,2359
1,2360
8,2361
1,2362
4,2363
3,2364
4,2365
2,2366
4,2367
8,2368
1,2369
0,2370
0,2371
4,2372
8,2373
8,2374
3,2375
4,2376
2,2377
3,2378
4,2379
2,2380
2,2381
2,2382
7,2383
0,2384
2,2385
4,2386
4,2387
1,2388
4,2389
7,2390
3,2391
2,2392
0,2393
4,2394
4,2395
0,2396
8,2397
3,2398
2,2399
2,2400
2,2401
2,2402
3,2403
2,2404
4,2405
4,2406
0,2407
4,2408
0,2409
2,2410
3,2411
0,2412
7,2413
0,2414
6,2415
0,2416
4,2417
0,2418
3,2419
2,2420
4,2421
8,2422
3,2423
3,2424
8,2425
0,2426
4,2427
2,2428
1,2429
4,2430
3,2431
4,2432
7,2433
2,2434
0,2435
2,2436
2,2437
8,2438
4,2439
0,2440
4,2441
1,2442
3,2443
4,2444
8,2445
0,2446
4,2447
8,2448
2,2449
5,2450
2,2451
8,2452
0,2453
0,2454
1,2455
2,2456
4,2457
0,2458
4,2459
1,2460
0,2461
0,2462
4,2463
4,2464
3,2465
1,2466
4,2467
4,2468
2,2469
2,2470
8,2471
4,2472
3,2473
2,2474
4,2475
0,2476
8,2477
1,2478
3,2479
7,2480
2,2481
8,2482
8,2483
2,2484
0,2485
0,2486
0,2487
8,2488
2,2489
2,2490
2,2491
0,2492
2,2493
8,2494
8,2495
8,2496
6,2497
1,2498
3,2499
1,2500
0,2501
8,2502
4,2503
3,2504
4,2505
4,2506
3,2507
8,2508
1,2509
0,2510
1,2511
5,2512
3,2513
8,2514
4,2515
3,2516
4,2517
3,2518
4,2519
0,2520
3,2521
0,2522
3,2523
0,2524
4,2525
6,2526
1,2527
4,2528
4,2529
1,2530
2,2531
6,2532
0,2533
2,2534
3,2535
0,2536
3,2537
2,2538
4,2539
3,2540
8,2541
8,2542
4,2543
8,2544
7,2545
3,2546
6,2547
2,2548
3,2549
4,2550
4,2551
0,2552
1,2553
1,2554
4,2555
4,2556
0,2557
0,2558
3,2559
3,2560
8,2561
2,2562
3,2563
2,2564
0,2565
0,2566
2,2567
8,2568
4,2569
2,2570
4,2571
8,2572
8,2573
2,2574
3,2575
8,2576
3,2577
2,2578
0,2579
4,2580
2,2581
3,2582
1,2583
8,2584
0,2585
3,2586
2,2587
0,2588
0,2589
2,2590
0,2591
0,2592
3,2593
2,2594
3,2595
2,2596
4,2597
8,2598
0,2599
0,2600
0,2601
8,2602
0,2603
0,2604
4,2605
6,2606
0,2607
3,2608
4,2609
2,2610
0,2611
3,2612
8,2613
2,2614
3,2615
1,2616
3,2617
3,2618
4,2619
2,2620
2,2621
8,2622
4,2623
0,2624
8,2625
7,2626
0,2627
4,2628
3,2629
8,2630
0,2631
3,2632
4,2633
6,2634
3,2635
3,2636
2,2637
4,2638
4,2639
2,2640
1,2641
4,2642
4,2643
8,2644
4,2645
7,2646
8,2647
1,2648
2,2649
2,2650
0,2651
8,2652
8,2653
6,2654
4,2655
4,2656
4,2657
0,2658
8,2659
2,2660
4,2661
8,2662
3,2663
5,2664
3,2665
1,2666
8,2667
4,2668
4,2669
8,2670
3,2671
4,2672
4,2673
0,2674
3,2675
0,2676
8,2677
2,2678
2,2679
0,2680
2,2681
1,2682
4,2683
8,2684
4,2685
2,2686
3,2687
7,2688
0,2689
4,2690
8,2691
3,2692
0,2693
2,2694
4,2695
0,2696
4,2697
3,2698
1,2699
0,2700
2,2701
2,2702
3,2703
3,2704
0,2705
8,2706
8,2707
3,2708
0,2709
1,2710
0,2711
3,2712
4,2713
1,2714
3,2715
0,2716
2,2717
2,2718
0,2719
2,2720
3,2721
4,2722
4,2723
8,2724
0,2725
3,2726
6,2727
2,2728
0,2729
4,2730
2,2731
8,2732
0,2733
0,2734
3,2735
2,2736
0,2737
2,2738
1,2739
0,2740
4,2741
0,2742
0,2743
4,2744
8,2745
4,2746
4,2747
4,2748
4,2749
2,2750
3,2751
2,2752
3,2753
2,2754
4,2755
4,2756
2,2757
0,2758
2,2759
2,2760
6,2761
0,2762
0,2763
2,2764
3,2765
4,2766
0,2767
2,2768
3,2769
3,2770
8,2771
4,2772
8,2773
8,2774
8,2775
7,2776
0,2777
2,2778
0,2779
3,2780
8,2781
3,2782
0,2783
2,2784
4,2785
1,2786
0,2787
0,2788
3,2789
3,2790
3,2791
4,2792
0,2793
0,2794
3,2795
2,2796
4,2797
2,2798
0,2799
3,2800
2,2801
2,2802
2,2803
4,2804
2,2805
8,2806
0,2807
2,2808
3,2809
1,2810
4,2811
3,2812
2,2813
1,2814
1,2815
4,2816
4,2817
2,2818
3,2819
4,2820
2,2821
3,2822
4,2823
4,2824
3,2825
0,2826
3,2827
8,2828
2,2829
8,2830
3,2831
3,2832
8,2833
2,2834
4,2835
3,2836
2,2837
0,2838
2,2839
0,2840
8,2841
1,2842
4,2843
2,2844
0,2845
0,2846
0,2847
2,2848
2,2849
1,2850
0,2851
2,2852
4,2853
1,2854
3,2855
3,2856
2,2857
2,2858
8,2859
8,2860
4,2861
3,2862
0,2863
0,2864
1,2865
3,2866
2,2867
4,2868
2,2869
0,2870
7,2871
3,2872
8,2873
6,2874
2,2875
8,2876
2,2877
8,2878
7,2879
0,2880
6,2881
8,2882
0,2883
8,2884
2,2885
0,2886
3,2887
2,2888
7,2889
3,2890
0,2891
2,2892
2,2893
2,2894
2,2895
4,2896
3,2897
0,2898
4,2899
3,2900
8,2901
2,2902
8,2903
3,2904
0,2905
1,2906
2,2907
4,2908
0,2909
2,2910
8,2911
1,2912
4,2913
3,2914
4,2915
2,2916
6,2917
4,2918
8,2919
8,2920
3,2921
2,2922
5,2923
0,2924
0,2925
0,2926
3,2927
4,2928
8,2929
1,2930
2,2931
7,2932
0,2933
6,2934
7,2935
3,2936
0,2937
2,2938
3,2939
7,2940
4,2941
0,2942
7,2943
2,2944
7,2945
8,2946
2,2947
3,2948
3,2949
1,2950
0,2951
3,2952
7,2953
8,2954
3,2955
7,2956
1,2957
8,2958
0,2959
6,2960
2,2961
4,2962
0,2963
0,2964
2,2965
1,2966
0,2967
2,2968
4,2969
3,2970
4,2971
2,2972
0,2973
1,2974
8,2975
3,2976
4,2977
1,2978
0,2979
3,2980
8,2981
8,2982
0,2983
3,2984
1,2985
8,2986
8,2987
0,2988
8,2989
7,2990
8,2991
0,2992
0,2993
2,2994
3,2995
5,2996
2,2997
